Entidad;Erakundea;Calle;Código Postal;Población;Geo;Revisión;Teléfono;Web;Otros
Departamento de Medio Ambiente, Planificación Territorial y Vivienda;Ingurumen, Lurralde Plangintza eta Etxebizitza Saila;Donostia-San Sebastián, 1 - LAKUA;01010;Vitoria-Gasteiz;42.8588330749507, -2.68725856523201;2016-11-28 11:26:21 UTC;"";""
Viceconsejería de Cultura, Juventud y Deportes;Kultura, Gazteria eta Kirol Sailburuordetza;Donostia-San Sebastián, 1;01010;Vitoria-Gasteiz;42.8588330749507, -2.68725856523201;2016-11-30 11:11:46 UTC;"";""
Consulado de Guatemala;Guatemalaren Kontsulatua;Cristobal de Murrieta, 36 - 6º , Avenida;48980;Santurtzi;43.3278598042275, -3.03024160977696;2012-03-29 10:18:52 UTC;944835607;""
Centro Territorial de OSALAN de Bizkaia;OSALAN Bizkaiako Lurralde Zentrua;Camino de la Dinamita, s/n (Monte Basatxu);48903;Cruces-Baracaldo;43.2660332, -3.0025615;2011-09-21 21:07:31 UTC;944032179;"";fax: 944032107
Consulado de Turquía;Turkiaren Kontsulatua;Gran Vía 65, 5º izda.;48011;Bilbao;43.2640611, -2.9388228;2011-09-21 21:07:32 UTC;944274724;""
Oficina Pública de Eleccicones Sidicales y sus oficinas territoriales;Sindikatu Hauteskundeen Bulego Publikoa eta haren lurralde-bulegoak;"";"";;42.8422168768851, -2.51467214037172;2013-05-03 11:56:30 UTC;945019081;""
Ayuntamiento de Alonsotegi;Alonsotegiko Udala;Plaza Doctor Madinabeitia, 1;48810;Alonsotegi;43.2452134, -2.9879845;2011-09-21 21:07:32 UTC;944860030;http://www.alonsotegi.net;fax: 944860061;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=912&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48912
Observatorio Vasco de las Familias;Familien Euskal Behatokia;"";"";;42.8422168768851, -2.51467214037172;2013-05-03 12:09:54 UTC;945019081;"";funciones: http://www.bopv.euskadi.net/cgi-bin_k54/bopv_20?c&f=20101202&a=201005817
Ararteko Oficina de Bizkaia;;San Vicente, 8 (Edificio Albia) - planta 11;48001;Bilbao;43.2629715, -2.9284441;2014-03-28 09:20:15 UTC;944237709;http://www.ararteko.net;fax: 944241844
Ararteko Oficina de Gipuzkoa;;Avenida de la Libertad, , 26 - 4º;20004;Donostia-San Sebastián;43.3197228, -1.9822452;2014-03-28 09:22:40 UTC;943420888;http://www.ararkteko.net;fax: 943427297
Consulado de Gabón;;El Carmen, 10 - 3º izda;48992;Getxo;43.3373176521872, -3.00572622387914;2014-09-24 10:47:45 UTC;944603439;""
Consulado de Costa de Marfil;Boli Kostaren Kontsulatua;Máximo Aguirre, 12 - 3º izda.;48011;Bilbao;43.2640916815708, -2.93759012191743;2012-04-23 07:29:24 UTC;944231145;"";fax: 946419822
Ayuntamiento de Artziniega;Artziniegako Udala;Plaza de Garai, 1 bajo;01474;Artziniega;43.1233147, -3.1303622;2011-09-21 21:07:32 UTC;945396353;http://www.artziniegakoudala.com;fax: 945396402;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=01&mun=004&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=01004
Escuela Politécnica Superior (EPS);Goi Eskola Politeknikoa (GEP);Loramendi, 4 -  Apdo. 23;20500;Mondragón;43.0617816621878, -2.49730303834931;2016-02-02 12:27:01 UTC;943794700;http://www.mondragon.edu
CEBEK - Confederación Empresarial de Bizkaia;CEBEK - Bizkaiko Enpresarien Konfederazioa;Gran Vía, 50 -  5º;48011;Bilbao;43.2636987, -2.9378926;2011-09-21 21:07:32 UTC;944002800;http://www.cebek.es;fax: 94 - 400 28 51
UCE - Gipuzkoa;USE - Gipuzkoa;Idiaquez, 2 - 1º;20004;Donostia-San Sebastián;, ;2011-08-26 10:45:57 UTC;943431124;http://www.euskadikokontsumitzaileak.com/
Aeropuerto de Vitoria-Gasteiz;Vitoria-Gasteizko Aireportua; Carretera. N-62, km. 3;01196;Vitoria-Gasteiz;42.883514, -2.729923;2014-04-02 08:02:13 UTC;945163500;http://www.aena.es;fax: 945163551
Inguralde - Organismo Autónomo para el Desarrollo de Barakaldo;Inguralde - Barakaldo Garatzeko Erakunde Autonomiaduna;Aldapa, 3 A;48901;Barakaldo;43.2981178, -2.9864084;2011-09-21 21:07:32 UTC;944789400;http://www.inguralde.com;fax: 944789404
Consulado de Venezuela;Venezuelaren Kontsulatua;Campo Volantín, 24 -  2º - Dptos  3 y  4;48007;Bilbao;43.267111424189, -2.92741375865429;2012-04-23 08:04:13 UTC;944444966;"";fax: 944467349
Oficina de Euskadi en Madrid;Euskadiren Bulegoa Madrilen;Cedaceros, 10 - 6;28014;Madrid;40.4168915, -3.6984207;2013-07-02 10:27:47 UTC;913697510;""
Cámara de  Comercio, Industria y Navegación de Bilbao;Bilboko Merkataritza, Industria eta Itsasketa Ganbera;Alameda Recalde, 50;48008;Bilbao;43.2608537, -2.9359054;2012-03-20 13:30:39 UTC;944706500;http://www.camarabilbao.com
CSI - CSIF Central Sindical Independiente y de Funcionarios;CSI - CSIF Central Sindical Independiente y de Funcionarios;Avda. del Ferrocarril, 1 - Bajo;48010;Bilbao;43.2596208, -2.9460602;2013-03-11 09:44:15 UTC;944059140;http://www.csi-f.es;fax: 944059155
Bilbao Metropoli-30 - Asociación para la Revitalización del Bilbao Metropolitano;Bilbao Metropoli-30 - Bilbao Metropolitarra Birbizteko Elkartea;Gran Vía, 45;48011;Bilbao;43.263335, -2.9370795;2011-09-21 21:07:32 UTC;944158685;http://www.bm30.es;fax: 94 415 34 24
Ayuntamiento de Vitoria-Gasteiz. Departamento de Promoción Económica.;Gasteizko Udala. Sustapenerako Saila;Olaguibel, 4;01001;Vitoria-Gasteiz;42.846327750099, -2.67050727771746;2012-03-28 11:07:00 UTC;945161962;http://www.vitoria-gasteiz.org/empleo;fax: 945161253
Ayuntamiento de Maruri-Jatabe;Maruri-Jatabeko Udala;Erdigune auzoa, 68;48112;Maruri Jatabe;43.3997368, -2.8676861;2011-09-21 21:07:32 UTC;946742253;http://www.maruri-jatabe.net;fax: 946155487;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=061&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48061
Centro Salmantino Castellano Leones en Bizkaia;Gaztela eta Leongo Salamanca-etxea;Francisco Gómez, 11 - Bajo;48902;Barakaldo;, ;2015-11-04 10:48:31 UTC;"";""
A.L. Index Consultores de Comunicación, S.L.;A.L. Index Consultores de Comunicación, S.L.;Villarias, 10 - 5º Dpto. 504;48001;Bilbao;43.2618747015294, -2.92544971215859;2015-11-10 14:40:42 UTC;944354651;http://www.alindex.net
Consultores de Comunicación, Imagen, Márketing, File I, S.L.;Consultores de Comunicación, Imagen, Márketing, File I, S.L.;Villarias, 10 - 5º Dpto. 504;48001;Bilbao;43.2618747015294, -2.92544971215859;2015-11-10 14:42:45 UTC;944354650;""
Radio Bilbao Cadena Ser;Radio Bilbao Cadena Ser;Ercilla, 24 - 6º;48011;Bilbao;43.267390327206, -2.92599469970196;2015-11-11 11:04:59 UTC;944872100;http://www.cadenaser.com;fax: 944872138
Dirección de Proyección Universitaria (ehukultura-bizkaia);Unibertsitateko Zabalkuntza Zuzendaritza (ehukultura-bizkaia);Abandoibarra (Bizkaia Aretoa), 3;48009;Bilbao;43.268657, -2.937816;2015-11-11 11:45:55 UTC;"";http://www.ehu.eus/ehukultura-bizkaia
Ayuntamiento de Abadiño;Abadiñoko Udala;Plaza San Trokaz, 1;48220;Abadiño;43.1526568, -2.6071983;2015-11-17 16:39:46 UTC;946215530;http://www.abadiño.org;fax: 946215537;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=001&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48001
Galtier, S.L.;Galtier, S.L.;Villarias, 10 -  5º  Dpto. 504;48001;Bilbao;43.2618747015294, -2.92544971215859;2015-11-19 08:49:44 UTC;"";""
UAGA - Unión Agroganadera de Álava-Arabako nekazarien elkartea;UAGA - Unión Agroganadera de Álava-Arabako nekazarien elkartea;Simón Bolivar, 14 -  bajo;01003;Vitoria-Gasteiz;42.8484724192621, -2.66206910995226;2015-11-19 15:00:15 UTC;945260533;http://www.uaganet.net;fax: 945277040
En línea comunicación;;Autonomía, 14 - Entreplanta - Dpto.2;48012;Bilbao;, ;2015-11-24 07:52:40 UTC;944020672;http://www.enlineacomunicacion.com/
Palabra;Palabra;Paseo de Aiete, 25;20009;Donostia-San Sebastián;43.3091795036, -1.9913751957;2015-11-24 14:41:33 UTC;610072661;http://redaccionpalabraeuskadi.blogspot.com.es/;fax: 943219387
Ziurtagiriaren Elkartea (Asoc. para la promoción del Certificado Bai Euskarari);Ziurtagiriaren Elkartea (Bai Euskarari ziurtagiria sustatzeko elkartea);Martin Ugalde Kultur Parkea;20140;Andoain;43.2247475, -2.0175242;2015-12-01 08:37:36 UTC;943592148/ 619909882;http://www.baieuskarari.eus
Ayuntamiento de Güeñes;Güeñesko Udala;Enkarterri, 5;48840;Güeñes;43.2104515, -3.095387;2016-01-27 17:19:23 UTC;946690004;http://www.guenes.net;fax: 946690269;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=045&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48045
Ayuntamiento de Arrasate-Mondragón;Arrasateko Udala;Herriko plaza nagusia, z/g.;20500;Mondragón;43.0664662, -2.4891452;2016-02-10 09:15:57 UTC;943252000;http://www.arrasate.eus;fax: 943252050;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=055&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20055
Ayuntamiento de Azkoitia;Azkoitiako Udala;Herriko enparantza, z/g.;20720;Azkoitia;43.1774439, -2.313068;2016-02-10 09:18:16 UTC;943080080/ 943857176;http://www.azkoitia.eus/ http://www.azkoitikoudala.com;fax: 943852140;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=017&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20017
Ayuntamiento de Baliarrain;Baliarraingo Udala;Barriarraingo enparantza, z/g.;20259;Baliarrain;43.0725498, -2.1302944;2016-02-10 09:19:36 UTC;943889003;http://www.baliarrain.eus;fax: 943889003;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=904&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20904
Ayuntamiento de Mutriku;Mutrikuko Udala;Txurruka plaza, z/g.;20830;Mutriku;43.3077943, -2.387008;2016-02-10 10:30:29 UTC;943603244;http://www.mutriku.eus;fax: 943603692;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=056&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20056
Ayuntamiento de Ordizia;Ordiziako Udala;Kale Nagusia, 24;20240;Ordizia;43.0537863, -2.1793703;2016-02-10 10:32:58 UTC;943885850;http://www.ordizia.eus;fax: 943882421;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=076&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20076
AVIC - Asociación Vasca de Empresas de Ingeniería y Consultoría;;Paseo de Uribitarte, 3 - 3º;48001;Bilbao;43.2618771089502, -2.9305698062222;2016-03-17 15:36:08 UTC;946791751;www.avic.es
SINCRO Produccion;SINCRO Produkzioa;Parque Zuatzu, 3 - Urgull, 2º of 4;20018;San Sebastian;43.2967651713421, -2.00822334069823;2015-12-09 08:56:16 UTC;"";""
ERKIDE - Federación de Cooperativas de Trabajo Asociado, Enseñanza, Consumo y Crédito de Euskadi;ERKIDE - Euskadiko Lan Elkarteen, Irakaskuntza, Kontsumo eta Kreditu Kooperatiben Federazioa;Reyes de Navarra, 51;01013;Vitoria-Gasteiz;42.8608800137202, -2.66970827196804;2015-12-09 11:50:10 UTC;945122050;http://www.erkide.coop;fax: 945008006
Parlamento Europeo;Europako Parlamentua;60, rue Wiertz;B-1047;Bruselas;50.8386567, 4.3753136;2015-12-10 12:24:36 UTC;32022845601;http://www.europarl.europa.eu;fax: +32022849601
Delegación Territorial de Trabajo, Empleo y Políticas Sociales de Gipuzkoa;Lan, Enplegu eta Gizarte Politikarako Gipuzkoako Lurralde Ordezkaritza;Intxaurrondo, 70 - 2ª planta;20015;Donostia-San Sebastián;43.3204293116455, -1.95123709051291;2015-12-15 09:11:28 UTC;943023224;"";fax: 943023201
GAIA INVESTIGACIÓN Y CONSULTORÍA, S.L.;;Plaza Venezuela, 1 - principal izquierda-izquierda;48001;Bilbao;, ;2016-02-03 13:26:10 UTC;"";""
Delegación Territorial de Trabajo, Empleo y Políticas Sociales de Bizkaia;Lan, Enplegu eta Gizarte Politikarako Bizkaiko Lurralde Ordezkaritza;Gran Vía, 85;48011;Bilbao;43.264886, -2.9438549;2015-12-15 09:12:10 UTC;944031215/ 944031216;"";fax: 944031212
Agencia Efe Delegación de Donostia-San Sebastián;;Paseo de los Fueros, 2 - bajo;20005;Donostia / San Sebastián;43.3191445841466, -1.98267266076031;2015-12-15 09:26:28 UTC;943429940;"";fax: 943422242
Ikom - Irudi & Komunikazioa;Ikom - Irudi & Komunikazioa;Poligono Apattaerreka, Utzurre, 1 - Oficina 301;20400;Ibarra;43.2642875036, -2.92995001812;2015-12-15 09:36:00 UTC;943679947/ 650728717;http://www.ikom.es
Kahlomedia S. Coop.;;Jose Maria Lidón, 3 - 4;48004;Bilbao;, ;2015-12-15 10:21:35 UTC;944232933;www.kahlomedia.com
Esaten Comunicación y Publicidad, S.L.U.;;Xenpelar, 3 - 1 - Ofic. 2;20100;Errenteria;, ;2015-12-15 10:51:35 UTC;943341600;www.esaten.com
FEGUIAPA - Federación Libre de Asociaciones de Padres de Alumnos de Gipuzkoa;FEGUIAPA - Gipuzkoako ikasleen-guraso elkarteen federakuntza librea;Pº de los Fueros, 5 -  Bajo Dcha.;20005;Donostia-San Sebastián;43.3187829, -1.979184;2015-12-15 11:07:15 UTC;943421656646803007;""
ASPEGI, Asociación de Profesionales y Empresarias de Gipuzkoa;ASPEGI, Gipuzkoako Emakume Profesional eta Enpresarien Elkartea;Calle Katalina Eleizegi, 38;20009;San Sebastián;, ;2015-12-17 09:15:16 UTC;943471445;www.aspegi.org
Sukalmedia agencia de comunicación;;Fernández del Campo, 35 - 1º D;48010;Bilbao;, ;2015-12-22 08:46:31 UTC;688639266;www.sukalmedia.com;twitter: http://twitter.com/sukalmedia;linkedin: www.linkedin.com/company/sukalmedia
EmakumeEkin;EmakumeEkin;Polígono El Árbol, 22 - 24;48980;Santurtzi;, ;2015-12-22 08:50:22 UTC;664457234;http://www.emakumeekin.org;twitter: http://twitter.com/http://www.twitter.com/emakumeekin;linkedin: https://www.linkedin.com/company/emakumeekin;googleplus: https://plus.google.com/u/0/+EmakumeekinOrg/posts
Dosmedia;Dosmedia;Paseo Urgoiti, 14 - 3º izda;48480;Arrigorriaga;43.2744720613, -2.96071723542;2016-01-18 14:47:36 UTC;946071017;http://www.dosmedia.com
Ayuntamiento de Urretxu;Urretxuko Udala;Iparragirre, 20;20700;Urretxu;43.0930562, -2.3139868;2016-01-18 14:56:34 UTC;943038080;http://www.urretxu.eus;fax: 943038081;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=077&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20077
Colegio Oficial de Veterinarios de Álava;Arabako Albaiteroen Elkargo Ofiziala;Dultzaina, 10;01004;Vitoria-Gasteiz;42.8444061, -2.6667109;2016-01-19 15:19:20 UTC;945232842;"";fax: 945232842
Ayuntamiento de Portugalete;Portugaleteko Udala;Plaza del Solar, s/n.;48920;Portugalete;43.3213148, -3.0170733;2016-01-25 08:08:07 UTC;944729200;http://www.portugalete.org;fax: 944729334;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=078&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48078
Diputación Foral de Álava;Arabako Foru Aldundia;Plaza de la Provincia, s/n.;01001;Vitoria-Gasteiz;42.8473606, -2.675462;2016-01-26 10:51:57 UTC;945181818;http://www.araba.eus
EUDEL - Asociación de Municipios Vascos;EUDEL - Euskadiko Udalen Elkartea;Ensanche, 5;48009;Bilbao;43.264007408877, -2.93129959690749;2016-01-26 15:23:01 UTC;944231500;http://www.eudel.eus;fax: 944243947
Ayuntamiento de Donostia-San Sebastián;Donostia-San Sebastianko Udala;Ijentea, 1;20003;Donostia-San Sebastián;43.3217850130872, -1.9859115795947;2016-01-27 12:32:14 UTC;943481000;http://www.donostia.eus;fax: 943426781;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=069&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20069
Ayuntamiento de Ayala;Aiarako Udala;Barrio La Iglesia, 2;01476;Respaldiza;43.0785208, -3.0438855;2016-01-27 15:20:12 UTC;945399013;http://www.aiarakoudala.com;fax: 945399331;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=01&mun=010&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=01010
Ayuntamiento de Alegría-Dulantzi;Alegria-Dulantziko Udala;Herriko enparantza, 1;01240;Alegría-Dulantzi;42.8094219, -2.5352944;2016-01-27 15:31:13 UTC;945420027;http://www.alegriadulantzi.com;fax: 945420394;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=01&mun=001&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=01001
Ayuntamiento de Oyón-Oion;Oyon-Oiongo Udala;Plaza Mayor, 5;01320;Oion;42.5672571, -2.4172638;2016-01-27 16:02:07 UTC;945622190;http://www.ayuntamientodeoyon.com;fax: 945622183;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=01&mun=043&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=01043
Ayuntamiento de Abanto y Ciérvana;Abanto-Zierbenako Udala;Avenida El Minero, 2;48500;Abanto y Ciérvana;43.3157001, -3.0750147;2016-01-27 16:24:18 UTC;946362116/ 946362000;http://www.abanto-zierbena.org;fax: 946360198;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=002&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48002
Ayuntamiento de Amorebieta-Etxano;Amorebieta-Etxanoko Udala;Herriko enparantza, s/n.;48340;Amorebieta;43.2203644, -2.7323831;2016-01-27 16:26:18 UTC;946300002;http://www.amorebieta-etxano.eus;fax: 946300165;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=003&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48003
Ayuntamiento de Gautegiz Arteaga;Gautegiz Arteagako Udala;Herriko enparantza, 1;48314;Gautegiz Arteaga;43.353104, -2.650985;2016-01-27 17:13:53 UTC;946252953;http://www.gautegizarteaga.com;fax: 946252953;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=041&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48041
Ayuntamiento de Gernika-Lumo;Gernika-Lumoko Udala;Plaza de los Fueros, 3;48300;Gernika-Lumo;43.3170732, -2.6789751;2016-01-27 17:16:22 UTC;946270200;http://www.gernika-lumo.net;fax: 946257542;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=046&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48046
Ayuntamiento de Igorre;Igorreko Udala;Elexalde, 1;48140;Igorre;43.1643385699278, -2.77840823912521;2016-01-27 17:20:18 UTC;946315384;http://www.igorre.net;fax: 946315455;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=094&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48094
Ayuntamiento del Valle de Carranza;Karrantza Haranako Udala;Barrio de Concha, 1;48891;Valle De Carranza;43.2176471, -3.3583609;2016-01-27 17:23:03 UTC;946806012;http://www.karrantza.org;fax: 946106763;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=022&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48022
Ayuntamiento de Aia;Aiako Udala;Plaza Gozategi, 1;20809;Aia;43.2361816, -2.1479018;2016-01-28 11:32:01 UTC;943131144;http://www.aiako.eus;fax: 943134104;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=016&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20016
Ayuntamiento de Aizarnazabal;Aizarnazabalgo Udala;Herriko plaza, 1;20749;Aizarnazabal;43.2556906, -2.2361837;2016-01-28 11:32:32 UTC;943897053;http://www.aizarnazabal.eus;fax: 943897138;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=003&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20003
Ayuntamiento de Alkiza;Alkizako Udala;San Martín plaza, z/g.;20494;Alkiza;43.1647313, -2.1747013;2016-01-28 11:37:56 UTC;943690235;http://www.alkiza.eus;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=006&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20006
